rva	klass	shape	arg_type	subsystem	size	reason
0047def0	STATE	-	-	hud	2767	STATE: reads live global / derefs arg → needs booted game
0047e9c0	STATE	-	-	vehicle	118	STATE: reads live global / derefs arg → needs booted game
0047ea60	STATE	-	-	vehicle	204	STATE: reads live global / derefs arg → needs booted game
0047f1e0	STATE	-	-	gameplay	80	STATE: reads live global / derefs arg → needs booted game
0047f230	STATE	-	-	gameplay	82	STATE: reads live global / derefs arg → needs booted game
0047f290	STATE	-	-	gameplay	233	STATE: reads live global / derefs arg → needs booted game
0047f380	STATE	-	-	gameplay	206	STATE: reads live global / derefs arg → needs booted game
0047f450	STATE	-	-	gameplay	47	STATE: reads live global / derefs arg → needs booted game
0047f480	STATE	-	-	gameplay	56	STATE: reads live global / derefs arg → needs booted game
0047f4c0	STATE	-	-	physics	523	STATE: reads live global / derefs arg → needs booted game
0047f6d0	STATE	-	-	gameplay	251	STATE: reads live global / derefs arg → needs booted game
0047f840	STATE	-	-	physics	254	STATE: reads live global / derefs arg → needs booted game
0047f940	STATE	-	-	physics	386	STATE: reads live global / derefs arg → needs booted game
0047fad0	STATE	-	-	gameplay	356	STATE: reads live global / derefs arg → needs booted game
0047fc40	STATE	-	-	physics	435	STATE: reads live global / derefs arg → needs booted game
0047fe00	STATE	-	-	physics	368	STATE: reads live global / derefs arg → needs booted game
0047ff70	STATE	-	-	physics	386	STATE: reads live global / derefs arg → needs booted game
00480100	STATE	-	-	physics	562	STATE: reads live global / derefs arg → needs booted game
00480340	STATE	-	-	render	992	STATE: reads live global / derefs arg → needs booted game
00480720	STATE	-	-	vehicle	703	STATE: reads live global / derefs arg → needs booted game
004809e0	STATE	-	-	vehicle	398	STATE: reads live global / derefs arg → needs booted game
00480b70	STATE	-	-	vehicle	493	STATE: reads live global / derefs arg → needs booted game
00480d60	MANUAL	-	-	vehicle	70	no-clean-ret (multi-exit/tail)
00481750	MANUAL	-	-	vehicle	39	no-clean-ret (multi-exit/tail)
00481780	STATE	-	-	vehicle	142	STATE: reads live global / derefs arg → needs booted game
00481810	STATE	-	-	vehicle	180	STATE: reads live global / derefs arg → needs booted game
004818d0	STATE	-	-	vehicle	339	STATE: reads live global / derefs arg → needs booted game
00481a30	STATE	-	-	vehicle	861	STATE: reads live global / derefs arg → needs booted game
00481d90	MANUAL	-	-	vehicle	107	no-clean-ret (multi-exit/tail)
00481e00	STATE	-	-	vehicle	553	STATE: reads live global / derefs arg → needs booted game
00482030	MANUAL	-	-	vehicle	83	no-clean-ret (multi-exit/tail)
004820e0	STATE	-	-	vehicle	91	STATE: reads live global / derefs arg → needs booted game
00482140	STATE	-	-	vehicle	1411	STATE: reads live global / derefs arg → needs booted game
004826d0	MANUAL	-	-	vehicle	83	MANUAL: unrecognized leaf shape
00482820	MANUAL	-	-	vehicle	56	MANUAL: unrecognized leaf shape
00482900	STATE	-	-	vehicle	48	STATE: reads live global / derefs arg → needs booted game
00482930	STATE	-	-	vehicle	156	STATE: reads live global / derefs arg → needs booted game
004829d0	STATE	-	-	vehicle	267	STATE: reads live global / derefs arg → needs booted game
00482ae0	STATE	-	-	vehicle	301	STATE: reads live global / derefs arg → needs booted game
00482c10	STATE	-	-	vehicle	3616	STATE: reads live global / derefs arg → needs booted game
00483a40	STATE	-	-	vehicle	41	STATE: reads live global / derefs arg → needs booted game
00483a70	STATE	-	-	render	546	STATE: reads live global / derefs arg → needs booted game
00483d10	STATE	-	-	vehicle	445	STATE: reads live global / derefs arg → needs booted game
00483ed0	STATE	-	-	vehicle	193	STATE: reads live global / derefs arg → needs booted game
00483fa0	STATE	-	-	vehicle	95	STATE: reads live global / derefs arg → needs booted game
00484000	STATE	-	-	vehicle	91	STATE: reads live global / derefs arg → needs booted game
00484060	STATE	-	-	vehicle	75	STATE: reads live global / derefs arg → needs booted game
004840b0	STATE	-	-	vehicle	20	STATE: reads live global / derefs arg → needs booted game
00484130	STATE	-	-	boot	54	STATE: reads live global / derefs arg → needs booted game
00484170	STATE	-	-	boot	82	STATE: reads live global / derefs arg → needs booted game
004841d0	MANUAL	-	-	boot	165	MANUAL: unrecognized leaf shape
00484280	STATE	-	-	debug-overlay	45	STATE: reads live global / derefs arg → needs booted game
00484310	STATE	-	-	debug-overlay	68	STATE: reads live global / derefs arg → needs booted game
004844a0	STATE	-	-	debug-overlay	213	STATE: reads live global / derefs arg → needs booted game
00484580	MANUAL	-	-	debug-overlay	100	no-clean-ret (multi-exit/tail)
004847d0	STATE	-	-	world-objects	628	STATE: reads live global / derefs arg → needs booted game
00484ac0	STATE	-	-	world-objects	427	STATE: reads live global / derefs arg → needs booted game
00484cf0	STATE	-	-	world-objects	237	STATE: reads live global / derefs arg → needs booted game
00484de0	STATE	-	-	world-objects	394	STATE: reads live global / derefs arg → needs booted game
00484f70	STATE	-	-	world-objects	254	STATE: reads live global / derefs arg → needs booted game
00485070	STATE	-	-	util	52	STATE: reads live global / derefs arg → needs booted game
004850e0	STATE	-	-	smplfzx	501	STATE: reads live global / derefs arg → needs booted game
004852e0	STATE	-	-	smplfzx	86	STATE: reads live global / derefs arg → needs booted game
00485380	STATE	-	-	vehicle	41	STATE: reads live global / derefs arg → needs booted game
004853b0	STATE	-	-	smplfzx	52	STATE: reads live global / derefs arg → needs booted game
004853f0	MANUAL	-	-	smplfzx	35	MANUAL: unrecognized leaf shape
00485420	STATE	-	-	vehicle	59	STATE: reads live global / derefs arg → needs booted game
00485460	STATE	-	-	smplfzx	120	STATE: reads live global / derefs arg → needs booted game
004854e0	STATE	-	-	smplfzx	989	STATE: reads live global / derefs arg → needs booted game
004858c0	STATE	-	-	smplfzx	305	STATE: reads live global / derefs arg → needs booted game
00485c20	MANUAL	-	-	smplfzx	353	MANUAL: unrecognized leaf shape
00485d90	STATE	-	-	particle	114	STATE: reads live global / derefs arg → needs booted game
00485e10	STATE	-	-	particle	52	STATE: reads live global / derefs arg → needs booted game
00485e50	STATE	-	-	particle	158	STATE: reads live global / derefs arg → needs booted game
00485ef0	STATE	-	-	particle	808	STATE: reads live global / derefs arg → needs booted game
00486220	STATE	-	-	particle	79	STATE: reads live global / derefs arg → needs booted game
00486270	STATE	-	-	particle	96	STATE: reads live global / derefs arg → needs booted game
004862d0	STATE	-	-	particle	126	STATE: reads live global / derefs arg → needs booted game
00486350	MANUAL	-	-	particle	24	MANUAL: unrecognized leaf shape
00486370	STATE	-	-	particle	228	STATE: reads live global / derefs arg → needs booted game
00486460	STATE	-	-	particle	131	STATE: reads live global / derefs arg → needs booted game
004864f0	STATE	-	-	particle	282	STATE: reads live global / derefs arg → needs booted game
00486830	STATE	-	-	particle	1815	STATE: reads live global / derefs arg → needs booted game
00486f50	STATE	-	-	particle	49	STATE: reads live global / derefs arg → needs booted game
00487020	STATE	-	-	render	284	STATE: reads live global / derefs arg → needs booted game
00487140	MANUAL	-	-	particle	12	MANUAL: unrecognized leaf shape
00487150	MANUAL	-	-	particle	38	MANUAL: unrecognized leaf shape
00487280	STATE	-	-	render	2679	STATE: reads live global / derefs arg → needs booted game
00487d60	MANUAL	-	-	particle	12	MANUAL: unrecognized leaf shape
00487d70	STATE	-	-	particle	111	STATE: reads live global / derefs arg → needs booted game
00487de0	MANUAL	-	-	particle	12	MANUAL: unrecognized leaf shape
00487e00	MANUAL	-	-	particle	20	MANUAL: unrecognized leaf shape
00487e20	MANUAL	-	-	render	5	no-clean-ret (multi-exit/tail)
00487e30	MANUAL	-	-	render	5	no-clean-ret (multi-exit/tail)
00487e70	MANUAL	-	-	sky	93	no-clean-ret (multi-exit/tail)
004880a0	STATE	-	-	sky	295	STATE: reads live global / derefs arg → needs booted game
004881d0	STATE	-	-	boot	323	STATE: reads live global / derefs arg → needs booted game
00488320	STATE	-	-	sky	108	STATE: reads live global / derefs arg → needs booted game
004883b0	STATE	-	-	sky	2746	STATE: reads live global / derefs arg → needs booted game
00488e70	STATE	-	-	util	888	STATE: reads live global / derefs arg → needs booted game
004891f0	STATE	-	-	render	72	STATE: reads live global / derefs arg → needs booted game
00489240	STATE	-	-	sky	11	STATE: reads live global / derefs arg → needs booted game
00489250	STATE	-	-	boot	56	STATE: reads live global / derefs arg → needs booted game
004892c0	STATE	-	-	particle	218	STATE: reads live global / derefs arg → needs booted game
00489500	STATE	-	-	gameplay	907	STATE: reads live global / derefs arg → needs booted game
00489890	STATE	-	-	gameplay	55	STATE: reads live global / derefs arg → needs booted game
004898d0	MANUAL	-	-	gameplay	50	no-clean-ret (multi-exit/tail)
00489910	MANUAL	-	-	gameplay	33	MANUAL: unrecognized leaf shape
00489940	STATE	-	-	particle	127	STATE: reads live global / derefs arg → needs booted game
00489a40	STATE	-	-	particle	494	STATE: reads live global / derefs arg → needs booted game
00489c30	STATE	-	-	particle	41	STATE: reads live global / derefs arg → needs booted game
00489c60	STATE	-	-	particle	92	STATE: reads live global / derefs arg → needs booted game
00489ce0	STATE	-	-	particle	187	STATE: reads live global / derefs arg → needs booted game
00489dc0	STATE	-	-	particle	657	STATE: reads live global / derefs arg → needs booted game
0048a060	MANUAL	-	-	particle	194	MANUAL: unrecognized leaf shape
0048a130	STATE	-	-	particle	656	STATE: reads live global / derefs arg → needs booted game
0048a3c0	STATE	-	-	particle	109	STATE: reads live global / derefs arg → needs booted game
0048a430	MANUAL	-	-	particle	33	no-clean-ret (multi-exit/tail)
0048a490	STATE	-	-	particle	77	STATE: reads live global / derefs arg → needs booted game
0048a4e0	STATE	-	-	particle	238	STATE: reads live global / derefs arg → needs booted game
0048a5d0	STATE	-	-	particle	93	STATE: reads live global / derefs arg → needs booted game
0048a6f0	STATE	-	-	particle	141	STATE: reads live global / derefs arg → needs booted game
0048a780	STATE	-	-	particle	164	STATE: reads live global / derefs arg → needs booted game
0048a850	STATE	-	-	particle	457	STATE: reads live global / derefs arg → needs booted game
0048aa20	MANUAL	-	-	render	44	MANUAL: unrecognized leaf shape
0048aa50	STATE	-	-	particle	279	STATE: reads live global / derefs arg → needs booted game
0048ab70	MANUAL	-	-	particle	87	no-clean-ret (multi-exit/tail)
0048ad50	STATE	-	-	particle	134	STATE: reads live global / derefs arg → needs booted game
0048ae00	STATE	-	-	particle	357	STATE: reads live global / derefs arg → needs booted game
0048af70	STATE	-	-	particle	128	STATE: reads live global / derefs arg → needs booted game
0048aff0	MANUAL	-	-	particle	87	no-clean-ret (multi-exit/tail)
0048b230	STATE	-	-	particle	519	STATE: reads live global / derefs arg → needs booted game
0048b440	MANUAL	-	-	particle	100	no-clean-ret (multi-exit/tail)
0048b650	STATE	-	-	particle	355	STATE: reads live global / derefs arg → needs booted game
0048b7c0	STATE	-	-	particle	407	STATE: reads live global / derefs arg → needs booted game
0048b960	MANUAL	-	-	particle	387	no-clean-ret (multi-exit/tail)
0048baf0	STATE	-	-	particle	117	STATE: reads live global / derefs arg → needs booted game
0048bb70	STATE	-	-	particle	107	STATE: reads live global / derefs arg → needs booted game
0048bbe0	STATE	-	-	particle	36	STATE: reads live global / derefs arg → needs booted game
0048bc10	STATE	-	-	particle	13	STATE: reads live global / derefs arg → needs booted game
0048cee0	MANUAL	-	-	particle	35	no-clean-ret (multi-exit/tail)
0048cf70	MANUAL	-	-	particle	28	MANUAL: unrecognized leaf shape
0048cf90	STATE	-	-	particle	337	STATE: reads live global / derefs arg → needs booted game
0048d0f0	STATE	-	-	particle	80	STATE: reads live global / derefs arg → needs booted game
0048d140	MANUAL	-	-	particle	148	no-clean-ret (multi-exit/tail)
0048d360	MANUAL	-	-	particle	100	no-clean-ret (multi-exit/tail)
0048d540	MANUAL	-	-	particle	100	no-clean-ret (multi-exit/tail)
0048d720	MANUAL	-	-	particle	100	no-clean-ret (multi-exit/tail)
0048d900	MANUAL	-	-	particle	116	no-clean-ret (multi-exit/tail)
0048db20	MANUAL	-	-	particle	116	no-clean-ret (multi-exit/tail)
0048dd40	MANUAL	-	-	particle	116	no-clean-ret (multi-exit/tail)
0048df60	MANUAL	-	-	particle	116	no-clean-ret (multi-exit/tail)
0048e180	MANUAL	-	-	particle	100	no-clean-ret (multi-exit/tail)
0048e360	MANUAL	-	-	particle	100	no-clean-ret (multi-exit/tail)
0048e5f0	MANUAL	-	-	particle	144	no-clean-ret (multi-exit/tail)
0048e7b0	STATE	-	-	particle	100	STATE: reads live global / derefs arg → needs booted game
0048e820	MANUAL	-	-	particle	104	no-clean-ret (multi-exit/tail)
0048eac0	MANUAL	-	-	particle	250	MANUAL: unrecognized leaf shape
0048ebf0	STATE	-	-	render	1010	STATE: reads live global / derefs arg → needs booted game
0048f290	STATE	-	-	render	389	STATE: reads live global / derefs arg → needs booted game
0048f420	STATE	-	-	render	364	STATE: reads live global / derefs arg → needs booted game
0048f740	STATE	-	-	util	49	STATE: reads live global / derefs arg → needs booted game
0048f780	STATE	-	-	particle	287	STATE: reads live global / derefs arg → needs booted game
0048f8a0	STATE	-	-	particle	332	STATE: reads live global / derefs arg → needs booted game
0048f9f0	STATE	-	-	particle	275	STATE: reads live global / derefs arg → needs booted game
0048fb10	STATE	-	-	particle	456	STATE: reads live global / derefs arg → needs booted game
0048fce0	STATE	-	-	particle	39	STATE: reads live global / derefs arg → needs booted game
0048fd10	STATE	-	-	particle	39	STATE: reads live global / derefs arg → needs booted game
0048fd40	STATE	-	-	particle	39	STATE: reads live global / derefs arg → needs booted game
0048fd70	STATE	-	-	render	89	STATE: reads live global / derefs arg → needs booted game
0048fdd0	MANUAL	-	-	particle	94	MANUAL: unrecognized leaf shape
0048fe70	STATE	-	-	render	85	STATE: reads live global / derefs arg → needs booted game
0048fef0	STATE	-	-	particle	35	STATE: reads live global / derefs arg → needs booted game
0048ff20	MANUAL	-	-	particle	170	no-clean-ret (multi-exit/tail)
0048ffd0	MANUAL	-	-	particle	41	MANUAL: unrecognized leaf shape
00490000	MANUAL	-	-	render	32	MANUAL: unrecognized leaf shape
00490020	STATE	-	-	render	864	STATE: reads live global / derefs arg → needs booted game
00490380	STATE	-	-	util	272	STATE: reads live global / derefs arg → needs booted game
00490490	STATE	-	-	render	52	STATE: reads live global / derefs arg → needs booted game
00490500	STATE	-	-	render	2372	STATE: reads live global / derefs arg → needs booted game
00490e50	MANUAL	-	-	render	32	no-clean-ret (multi-exit/tail)
00490e70	STATE	-	-	render	215	STATE: reads live global / derefs arg → needs booted game
00490f50	STATE	-	-	render	39	STATE: reads live global / derefs arg → needs booted game
00490f80	STATE	-	-	render	39	STATE: reads live global / derefs arg → needs booted game
00490fb0	STATE	-	-	render	59	STATE: reads live global / derefs arg → needs booted game
00491030	STATE	-	-	render	59	STATE: reads live global / derefs arg → needs booted game
